beer_id,brewery_id,beer_name,beer_style,beer_abv
51087,11023,Victory Compass Albion Ale,Extra Special / Strong Bitter (ESB),5.5
51088,19726,Maclean's Farmhouse Ale,Saison / Farmhouse Ale,4.8
51089,708,Stonehammer Strawberry Blonde,Fruit / Vegetable Beer,4.5
51090,915,Speight's Summit Lager,Euro Pale Lager,4.0
51091,2972,Ginger Wheat,American Pale Wheat Ale,
51092,1636,Loco Lime Lager,American Pale Lager,4.7
51093,1636,Atom Heart Pilsner,German Pilsener,4.7
51094,1636,Biere De Pharaoh,Braggot,13.8
51096,3721,La Veuve Noire,English Stout,
51098,17020,Bristol,Extra Special / Strong Bitter (ESB),4.8
51099,2391,Old Salt IPA,American IPA,5.8
51100,13014,One - Bourbon Barrel Aged,Doppelbock,9.0
51101,16295,Pride Of Nekron,American Double / Imperial Stout,10.5
51102,863,Publication,Saison / Farmhouse Ale,8.0
51103,559,Tallulah Blonde,American Blonde Ale,3.5
51104,559,Hop Candy,American IPA,
51105,559,Hop Napalm,American Double / Imperial IPA,
51106,559,Hunter's Point Porter (Aged On Cacao Nibs),American Porter,
51107,610,Oso Negro,Euro Dark Lager,
51108,220,Bourbon Barrel Cappuccino Stout,American Double / Imperial Stout,8.25
51109,812,Barrel Aged Quad With Brett,Quadrupel (Quad),12.0
51110,812,Cuvee Roge,American Wild Ale,6.0
51111,5411,Olallieberry Sour,American Wild Ale,6.5
51112,13307,Barrel Aged Smoke A Ciggy,Rauchbier,11.5
51113,4926,The Freak Ale,American Pale Ale (APA),5.7
51114,4108,Litovel Dark,Munich Dunkel Lager,3.8
51115,13307,Stella 0 (Festival Edition 2009),American Strong Ale,10.0
51116,18149,Duck Duck Gooze,American Wild Ale,7.0
51117,16526,Mid State Trail Nut Brown Ale,English Brown Ale,5.6
51118,13010,Koffe Beer,American Porter,5.9
51119,17232,Southpaw IPA,American IPA,6.6
51120,17232,Mason Brewer,Extra Special / Strong Bitter (ESB),5.2
51121,17232,County Street Amber,American Amber / Red Ale,5.5
51122,6045,Chuck Norris' Beard,Belgian IPA,8.0
51123,17232,Primordial Porter,American Porter,5.3
51124,17232,Vanilla Java Porter,American Porter,5.3
51125,17232,Belgian Training Wheels,Belgian Pale Ale,5.8
51126,17232,Orange Peel Wheels,Belgian Pale Ale,5.8
51127,14830,Country Wheat,Hefeweizen,5.0
51128,14830,Golden Wheat,Hefeweizen,4.4
51130,11872,Page 24 Biere De Printemps,Bière de Garde,6.0
51131,14445,Bull Rock Brown Ale,English Brown Ale,
51132,14445,Bull Rock Peach Kolsch,Kölsch,
51136,16068,Glen's Hop Vice Imperial IPA,American Double / Imperial IPA,9.1
51137,10397,Williamette Pale Ale,American Pale Ale (APA),5.0
51138,2651,Capistrano Amber,American Amber / Red Ale,5.5
51139,2210,Stuft Pizza Honey Blonde,American Blonde Ale,4.4
51140,16068,Line Dry Rye,Rye Beer,5.3
51141,1872,Grisette Brux,Saison / Farmhouse Ale,6.5
51142,16517,Sol,Witbier,
51143,20534,Blonde Ale,American Blonde Ale,4.0
51145,16503,Scarborough,Herbed / Spiced Beer,5.5
51146,16503,Wicked Garden Wheat,American Dark Wheat Ale,5.8
51147,16503,Ancho Chili Dutch Double Chocolate Porter,American Porter,4.7
51148,16503,Local Color Maple Cream Ale,Cream Ale,5.4
51149,16503,Chocolate Orange Cream Stout,American Stout,5.7
51150,16503,Cherry Queen Amber Ale,American Amber / Red Ale,5.1
51151,16503,Cagney IPA,American IPA,5.5
51152,19213,Watermelon Wampatuck Wheat,Fruit / Vegetable Beer,4.8
51153,11036,Barrel Aged Sexual Chocolate,Russian Imperial Stout,9.75
51154,18189,Blind Oyster Ale,American Pale Ale (APA),5.8
51155,18189,Witsahickon,Witbier,4.8
51156,18189,Alehoof Grut,Scottish Gruit / Ancient Herbed Ale,5.3
51157,18189,Barelywine Ale,American Barleywine,7.8
51158,395,Pêche Lambic,Lambic - Fruit,
51159,1550,Mt. Hood ESB,Extra Special / Strong Bitter (ESB),
51160,4458,Rathaus Spezialbier Je Nach Saison,Saison / Farmhouse Ale,
51161,385,Witbier,Witbier,5.5
51162,10543,Pueblo Pilsner,Czech Pilsener,5.0
51163,10543,Arroyo Amber Ale,American Amber / Red Ale,5.0
51164,10543,Orchard St. Raspberry Wheat,Fruit / Vegetable Beer,4.5
51165,14916,Les Brasseurs Du Hameau L'Utopie,Doppelbock,5.0
51166,2084,Thunder Canyon Warhead Reserve,American Double / Imperial Stout,9.5
51167,10543,Papa Bear's Golden Honey Ale,American Blonde Ale,5.0
51168,10543,Hop Scotch Ale,Scottish Ale,7.5
51169,461,English Mild,English Dark Mild Ale,
51170,16816,Lone Peak IPA,English India Pale Ale (IPA),
51171,7121,Great Falls Select,American Blonde Ale,
51172,2253,Blackfoot River Single Malt IPA,American IPA,6.9
51173,1321,Spies'd Spiced Olde Ale,Herbed / Spiced Beer,5.8
51174,1916,Hopnosis American Pale Ale,American Pale Ale (APA),6.0
51176,339,Exit 11,American Pale Wheat Ale,6.2
51177,16257,Christmas Ale 2007,Herbed / Spiced Beer,7.5
51178,3185,Helles Belles,Munich Helles Lager,5.3
51179,3185,Bad Company Double IPA,American Double / Imperial IPA,9.0
51180,829,Bigger Hammer,American Barleywine,11.7
51182,1250,Buckerfield's Coconut Porter,American Porter,5.0
51183,1297,Colonial Ale,American Amber / Red Ale,
51185,1550,Hoppy Peaches,American IPA,5.93
51186,428,E.T.A. (Ernst Theodor Amadeus) Hoffmann,Munich Dunkel Lager,5.0
51187,590,R&D Golden Ale,Belgian Pale Ale,7.0
51189,10271,Heather N'th Rye,Rye Beer,5.5
51190,19765,La Petite Mort,Belgian Dark Ale,8.7
51191,16813,Barrio IPA,American IPA,7.2
51192,8775,O'Griffs Lyte,American Blonde Ale,4.7
51193,1749,English Brown Ale,English Brown Ale,
51194,694,Scratch Beer 21 (Naked Elf),Belgian Strong Pale Ale,7.8
51195,18129,Ratzberry Plague Porter,American Porter,6.5
51196,2681,Old Chub - Coconut,Scottish Ale,8.0
51197,5443,Replicale,Witbier,
51198,10099,Grau Dunkel,Dunkelweizen,5.2
51199,211,HellHammer Stout,Oatmeal Stout,6.6
51200,211,Stout,Foreign / Export Stout,6.6
51201,5443,Rugged Monk Trappist Ale,Tripel,
51203,211,Titan Irish Red,Irish Red Ale,6.0
51206,10543,India Pale Ale,American IPA,6.5
51207,2391,Cascade Summer Solstice IPA,American IPA,6.0
51208,20592,CM Dubbel,Dubbel,4.5
51209,586,Summah Bock,Maibock / Helles Bock,7.0
51210,586,Twitterpation,Belgian Pale Ale,5.1
51218,818,Keller Kolsch,Kölsch,
51219,818,Wiley Rye IPA,Rye Beer,
51220,20595,Karmeliter Bräu Kupferbier,Vienna Lager,4.9
51221,5995,Schinner Edel Weisse,Hefeweizen,4.9
51222,12166,Rustwagen Hefeweizen,Hefeweizen,
51223,1912,Monkey Paw,American Double / Imperial IPA,8.0
51224,386,Mai Bock,Maibock / Helles Bock,5.3
51225,386,Dark Star,Schwarzbier,4.3
51226,1056,Firecracker Extra Special Lager,American Pale Lager,5.8
51227,1056,Summer Solstice Raspberry Brown Ale,Fruit / Vegetable Beer,6.6
51229,1056,Chef Grant's Creamy Oatmeal Cookie Beer,American Strong Ale,
51231,10327,Sommerbier,Euro Pale Lager,4.0
51232,16094,Rainier Kriek,American Wild Ale,
51233,15740,Zierholz German Ale,Kölsch,
51234,3185,Nico Kölsch,Kölsch,5.0
51235,3185,Triskelion Barleywine,English Barleywine,10.3
51236,6578,Cambridge House Ominous Forecast,Schwarzbier,5.0
51237,15740,Zierholz Amber Ale,Altbier,
51238,1177,Simcoe Double India Brown Ale,American Brown Ale,7.0
51239,18371,American Darling,American Pale Lager,7.0
51241,12166,Pompier Whiskey Barrel Aged Brewers Reserve,English Barleywine,12.1
51242,16866,White Oak Sap,Wheatwine,14.5
51243,7406,Single Hop APA (Amarillo),American Pale Ale (APA),6.31
51244,7406,Huckleberry Hefeweizen,Fruit / Vegetable Beer,5.19
51245,13670,Derwent Clear Ale,American Blonde Ale,5.2
51246,1285,Milly's Castlefield Northern English Brown Ale,English Brown Ale,5.1
51247,18153,Br&#257;lis Gaiais (Br&#257;lis Pale),Euro Pale Lager,5.3
51248,1,Pilsner Urquell Kvasnicový (Unfiltered Yeast Beer),Czech Pilsener,4.4
51250,893,Buffalo,Belgian Dark Ale,6.5
51251,5411,Effinguud,American Strong Ale,9.0
51252,10543,Double Bus,American Strong Ale,
51253,632,RBSG IPA,American IPA,
51254,18968,Dan's Dunkleweizen,Dunkelweizen,
51255,18968,Blackberry Wheat,Fruit / Vegetable Beer,
51256,10485,Session Ale #26: Kölsch,Kölsch,
51257,16866,Black Tuesday,American Double / Imperial Stout,18.2
51258,20173,Lizzy's Lager,American Amber / Red Lager,
51259,9020,Hop Project #16,American IPA,
51260,1056,Sunrise Sunwit,Fruit / Vegetable Beer,
51261,6558,Blueberry Classic Bitter,Fruit / Vegetable Beer,5.0
51262,19844,Stone & Wood Pale Lager,Munich Helles Lager,4.7
51263,456,Cupid's Chocolate Oatmeal Belgian Stout,Oatmeal Stout,6.7
51264,456,Baltic Porter,Baltic Porter,10.5
51265,16590,Bakalá&#345; Polotmavé Vý&#269;epní 11° (Bakalar Light Dark Beer),Vienna Lager,4.5
51266,5411,Decadence 12 Maple,Quadrupel (Quad),
51267,16396,Chieftan Amber,American Amber / Red Ale,6.0
51268,132,John John Hazelnut (Rum Barrel Aged),American Brown Ale,5.0
51269,14400,Vanilla Oatis,Oatmeal Stout,7.0
51271,14177,Chai Spiced Hefeweizen,Hefeweizen,
51272,132,Anniversary Charlie,American Strong Ale,10.5
51273,20132,Au Pied Du Courant,American IPA,6.5
51274,1550,Fallen Angel Trappist Ale,Belgian Pale Ale,8.0
51275,15189,Blanco Diablo,Witbier,4.5
51276,666,Hoppy Porter,American Porter,5.2
51277,2743,Experimental Red,American Amber / Red Ale,
51278,17953,PBH STRONG Porter Ale,English Porter,5.7
51279,10629,Pail Ale,American Pale Ale (APA),5.2
51280,8656,Hopping Mad,English Bitter,4.7
51281,18635,Crazy Pils,Czech Pilsener,
51282,15836,Lodi&#326;a &#298;paais Alus (Lodina Special Beer),Euro Pale Lager,5.2
51283,20409,Not Just Some Oatmeal Stout,Oatmeal Stout,4.7
51284,1177,Apricot Wheat,American Dark Wheat Ale,5.5
51285,1069,Sunnydale Pale,American Pale Ale (APA),
51286,12625,Hercules Extra Premium,American Malt Liquor,7.5
51287,1471,Dark Horse Smells Like Weed IPA,American IPA,9.0
51288,4835,Mc Billy,German Pilsener,
51289,287,Kal-Haven,Rye Beer,
51290,287,Golden Funk,Belgian Pale Ale,
51291,12547,Wheat Wine,Wheatwine,10.5
51292,14177,Blonde Belgian Saison,Saison / Farmhouse Ale,
51293,741,Rosie,Lambic - Fruit,9.0
51294,16071,Mexican Lager,Vienna Lager,
51295,3474,Listermann's Enter The Beagle India Pale Ale,American IPA,6.25
51297,12897,Murray's Dark Knight Porter,English Porter,4.8
51298,1169,Smoked Marzen,Märzen / Oktoberfest,5.7
51299,12547,JAK,American Double / Imperial IPA,10.5
51300,192,Lips Of Faith - Biere De Mars,Bière de Garde,6.2
51301,1199,Founders Homegrown Spite (Mild),American Pale Ale (APA),5.4
51302,5411,Decadence Grand Cru 2009,American Wild Ale,10.5
51303,192,Tart Lychee,American Wild Ale,7.5
51304,639,Wit's Up?,Witbier,
51306,569,Efes Dark Brown,Herbed / Spiced Beer,6.2
51307,726,Steinhauser (for Aldi),German Pilsener,5.0
51308,1178,Oak Aged Blackwatch Stout,Oatmeal Stout,
51309,1178,Rye PA With Chinook Hops Tea,American Pale Ale (APA),
51310,35,Samuel Adams Rivalry Ale,American Amber / Red Ale,
51311,19544,Christmas Ale,Winter Warmer,6.7
51312,5411,Chilie Wonka,American Wild Ale,5.8
51313,9629,Strawberry Short's Cake,Fruit / Vegetable Beer,5.0
51314,1930,Arrogant Jerk,American Strong Ale,7.7
51315,1930,Blue-Berry Wheat Beer,Fruit / Vegetable Beer,4.6
51316,2321,Craftsman Oyster Stout,English Stout,
51317,694,The Drafting Room 15th Anniversary Ale,American Double / Imperial IPA,
51318,1114,Killer Keller,Czech Pilsener,
51319,16504,Hop God,Belgian IPA,10.0
51320,2113,Saison,Saison / Farmhouse Ale,
51321,20608,Nisseøl,Munich Dunkel Lager,4.5
51322,5318,Light Weight Lager,American Pale Lager,5.5
51323,192,Spicy Folie,Winter Warmer,
51324,3835,Drake's It's Fity,American Wild Ale,6.5
51325,13879,Bee Home Soon Honey Ale,American Blonde Ale,5.25
51326,13879,Uncommon Pale Ale,American Pale Ale (APA),4.5
51327,13879,Dizzy Blonde Weiss,Hefeweizen,5.5
51328,13879,Bent River Blueberry Weiss,Fruit / Vegetable Beer,5.8
51329,13879,Wiley Squirrel Nut Brown Ale,American Brown Ale,4.0
51330,13879,Jumping Dog Porter,American Porter,5.2
51331,6865,Detroit Beer Co. Monk's Madness,Belgian IPA,9.6
51332,5411,Dysfunktion Ale Part Deux,American Wild Ale,
51333,16104,Francoise Bourgeois,Belgian Strong Pale Ale,9.0
51334,5058,Outlaw - Dead Or Alive,American IPA,5.0
51335,63,Oak-Aged Double Black,American Porter,10.3
51336,63,Cherry Quad,Quadrupel (Quad),9.0
51337,9771,Harringtons Classy Red,American Pale Ale (APA),5.2
51338,71,Fuller's India Pale Ale (bottle Conditioned 5.3%),English India Pale Ale (IPA),5.3
51339,7898,ESPRESSO Superior Coffee Beer,English Porter,4.2
51340,569,Efes Ice,Euro Pale Lager,4.2
51341,1540,Mountain Goat Alt Spice,Altbier,6.2
51342,9771,Harringtons Clydesdale Stout,English Stout,5.0
51343,1853,Liberty Pale Ale,American IPA,5.0
51344,17284,O Coffee Stout,American Stout,
51345,2830,Blueberry Beer,Fruit / Vegetable Beer,5.0
51346,8227,Rapture,American IPA,7.77
51347,11328,Scotney Best Bitter,English Bitter,4.3
51349,5318,Parable Pale Ale,American Pale Ale (APA),
51350,16333,Tallgrass Köld,Kölsch,5.0
51351,2391,Barrel 323,American Wild Ale,7.5
51352,1313,Hellesaurus Rex,Munich Helles Lager,4.7
51353,3461,St Martin Cuvée De Noël,Belgian Strong Dark Ale,8.5
51354,403,Juggernaut Red Ale,American Amber / Red Ale,5.6
51355,9775,Bière D'Abbaye,Bière de Garde,6.2
51356,18174,Airdale Bombshell,Belgian Strong Pale Ale,8.3
51357,160,Wild One,English Strong Ale,4.8
51358,700,Son Of Bete Blanche,Tripel,6.8
51359,700,The Horror Belgian Stout,Belgian Strong Dark Ale,6.4
51360,16503,Waltzing Matilda Rye Amber Ale,American Amber / Red Ale,5.0
51361,11241,Amber Ale,American Amber / Red Ale,
51362,9694,German Pilsner,German Pilsener,4.3
51363,9694,Wheat IPA,American Dark Wheat Ale,5.4
51364,9694,Doppelbock,Doppelbock,10.8
51365,18857,Rock Creek Red,American Amber / Red Ale,
51366,18857,Pale Ale,American Pale Ale (APA),5.5
51367,18857,Brown Ale,American Brown Ale,
51368,1492,Messagère Rousse,American Amber / Red Ale,5.0
51369,3266,Sockeye Prairie Smoke,Smoked Beer,
51370,357,Alpha Weizen,American Pale Wheat Ale,4.8
51371,1306,Dandelion Organic Ale,English Pale Ale,4.5
51372,1349,Saaremaa Tume,Bock,6.5
51373,1631,Boxer Old,Euro Pale Lager,5.2
51374,20634,Steerweisse,Hefeweizen,5.0
51375,463,Gallows Hill Porter,American Porter,
51376,15834,Aurora Pale Ale,American Pale Ale (APA),5.0
51377,3697,Flötzinger Bräu Hell,Munich Helles Lager,5.2
51378,463,Dunkelweizen,Dunkelweizen,
51379,463,In With The New IPA,American IPA,6.1
51380,6269,Amarillo Dry Hop IPA,American IPA,6.2
51381,695,Nokdechiloff American Barleywine,American Barleywine,12.7
51382,11053,Firehouse IPA,American IPA,
51383,2811,Oconto Premium,American Pale Lager,
51384,1805,American-Belgo Style IPA,Belgian IPA,7.5
51385,2811,Brewer's Best Pilsner,German Pilsener,
51386,19544,Pack-A-Wallop S.P.A.,American Pale Ale (APA),6.0
51387,11269,Brun,Belgian Dark Ale,
51388,19544,Export Gold,Dortmunder / Export Lager,5.5
51389,19544,Bumbleberry Honey Blueberry Ale,Fruit / Vegetable Beer,5.1
51390,19544,Battleaxe Baltic Porter,Baltic Porter,8.2
51391,19544,Bushwacker Brown Ale,American Brown Ale,5.9
51392,19544,Nitro Cream Ale,Cream Ale,4.8
51393,17981,Bolita Brown - Mochaccino,English Brown Ale,9.0
51394,18539,Paula & Andy's Victory Red,Irish Red Ale,5.3
51397,18539,Schwartz Bier,Schwarzbier,4.9
51398,17233,1881.0,Belgian Dark Ale,6.7
51399,147,Juxtaposition Black Pilsner,American Double / Imperial Pilsner,10.0
51401,19476,Lupulus Pale Ale,American Pale Ale (APA),4.5
51402,450,Tadeusz Kosciuzko Smoked Pol,Smoked Beer,
51403,416,PC Cerveza,American Adjunct Lager,4.6
51404,20638,The Legendary Duff Beer,German Pilsener,4.9
51405,5439,Summer Time,American Pale Ale (APA),
51406,5439,Barefoot Wit,Witbier,
51407,4385,Hot For Teacher IPA,American IPA,
51408,57,Bohemia Weizen,Kristalweizen,5.7
51410,20220,Black Creek IPA,English India Pale Ale (IPA),5.0
51411,20220,Black Creek Pale Ale,English Pale Ale,5.0
51412,20220,Black Creek Stout,English Stout,5.0
51413,711,Taste 25,California Common / Steam Beer,
51415,10996,Shark Bite Imperial IPA,American Double / Imperial IPA,7.8
51416,9826,Belgian Style Sour,Lambic - Fruit,8.5
51417,19378,Double D Blonde,American Blonde Ale,4.9
51418,4069,Barefoot Wit,Witbier,
51419,4069,Icebreaker Java Stout,Foreign / Export Stout,
51420,5318,Santa's Little Helper - Bourbon Barrel Aged,American Double / Imperial Stout,10.0
51421,2426,Nut Brown Ale,American Brown Ale,5.0
51422,173,Bourbon Fred From The Wood,American Strong Ale,12.0
51423,1548,Rattlesnake Rye-P.A.,Rye Beer,5.5
51424,17014,Railway City Light,American Blonde Ale,4.0
51425,4237,Mississippi Mocha Coffee Stout,American Stout,5.6
51426,5752,Klosterhell,Munich Helles Lager,5.2
51427,1177,Barrel Aged Belgian Saison,Saison / Farmhouse Ale,6.5
51428,20,Wachusett Larry,American Double / Imperial IPA,7.5
51429,3073,McGoofy's Ale,American Brown Ale,
51430,2710,BJ's Tempest IPA,American IPA,
51431,917,Ambar Caesar Augusta,American Pale Wheat Ale,4.8
51433,144,Germanfest Bier,Maibock / Helles Bock,6.0
51434,10795,Mandragore,Belgian Pale Ale,4.8
51435,3447,Spinnakers Ale,American Pale Ale (APA),
51436,3447,Mt. Tolmie Dark,American Brown Ale,5.2
51437,3447,Ogden Porter,English Porter,
51438,18823,Saison 2.1,Saison / Farmhouse Ale,
51439,4738,Hoppy's One Ton Pale Ale,American Pale Ale (APA),
51440,2090,Weizen,Hefeweizen,
51441,18563,Spiced MN Tan,Tripel,9.0
51442,13371,Got Gas? Nitro IPA,American IPA,7.0
51443,700,Saison Poivre,Saison / Farmhouse Ale,
51445,1889,Laker's Waltz,Vienna Lager,
51446,20017,Big Matt's ESB,Extra Special / Strong Bitter (ESB),5.0
51447,68,Hot Dog Ginger Ale,Herbed / Spiced Beer,
51448,13605,La Buteuse Brassin Spécial  (750-mL Barrel Aged),Tripel,10.0
51449,19730,Kwibus,Belgian Pale Ale,6.4
51450,9374,T&#363;kstantme&#269;io 1000 (Millenium),Vienna Lager,4.9
51451,1889,Thunder,Maibock / Helles Bock,6.0
51452,1889,The Willy Wonka,American Stout,
51453,196,Affligem De Noël 6.5%,Belgian Dark Ale,6.5
51454,17981,Bolita Brown - East India Trader,English Brown Ale,9.0
51455,17981,Bolita Brown - Coconut,English Brown Ale,9.0
51456,17981,Maduro Oatmeal Brown Ale -  Mocha Cubano,American Brown Ale,5.5
51457,16386,Spike's 2009,American Amber / Red Ale,
51458,456,July-Fest,Märzen / Oktoberfest,
51459,910,Farmhouse Ale,Bière de Garde,5.5
51460,20175,Marenghin,Keller Bier / Zwickel Bier,4.9
51461,4724,Heatherdale Ale,Scottish Gruit / Ancient Herbed Ale,
51463,6045,West Coast Golden Ale,American Blonde Ale,4.0
51464,29,Bud Light Golden Wheat,Herbed / Spiced Beer,4.1
51465,3820,Bozone Funky Virtue,American Wild Ale,
51466,6513,Schorschbräu Schorschbock 31%,Eisbock,30.86
51467,15750,Kokomonster,Old Ale,8.0
51468,6045,Organic Saison,Saison / Farmhouse Ale,6.5
51469,17981,110K+OT Batch #2 - I.R.I.S. - Barrel Aged,Russian Imperial Stout,11.5
51470,14359,Da Oaty,Oatmeal Stout,
51471,628,Von Raven Pilsener,German Pilsener,4.8
51472,1342,Imperial Pilsner,American Double / Imperial Pilsner,8.2
51473,341,Columbus Summer Teeth,Keller Bier / Zwickel Bier,5.0
51474,10321,Boomers Red Ale,English Bitter,5.5
51475,19378,Stepchild Red,American Amber / Red Ale,6.1
51476,19378,Vanilla Infused Porter (V.I.P.),American Porter,5.9
51477,19378,Natty Red,American Amber / Red Ale,8.0
51478,888,Romulan Ale,American Adjunct Lager,
51479,2156,Padre Pale Ale,American Pale Ale (APA),
51480,45,Brooklyn Sorachi Ace,Saison / Farmhouse Ale,7.6
51481,345,P.J.W. Copper Lager,Vienna Lager,
51482,4028,Neustadt Springs Decade Bitter,English Bitter,
51483,9020,Sue,American Porter,9.0
51484,3604,Karumina,Belgian Strong Dark Ale,10.0
51485,886,Gubernija Kunigaik&#269;i&#371; (Dukes'),Euro Dark Lager,7.0
51486,2946,Ten Lords A Leaping,American IPA,
51487,11385,Serpentine Stout,English Stout,4.5
51488,9346,Baron,Czech Pilsener,6.5
51489,9020,Summer Ale,American Blonde Ale,
51490,870,Hell Export Lager,Dortmunder / Export Lager,5.3
51491,18879,Kolsch,Kölsch,5.0
51492,18879,Dortmunder,Dortmunder / Export Lager,
51493,761,CB's Barry,Witbier,6.5
51494,1151,8th Anniversary Ale,Extra Special / Strong Bitter (ESB),6.3
51496,17863,(512) ONE,Belgian Strong Dark Ale,8.0
51497,4045,Rocky Mountain Pilsner,American Pale Lager,
51498,9790,Duck-Rabbit Schwarzbier,Schwarzbier,5.8
51499,12390,Pioneer Porter,American Porter,5.5
51500,13629,Huvila Dessert Stout,Russian Imperial Stout,9.0
51501,16816,Lone Peak Wits End Belgian White Ale,Witbier,
51502,16816,Lone Peak Hellroaring ESB,Extra Special / Strong Bitter (ESB),
51503,20680,UniversAle Pale,American Pale Ale (APA),
51504,5076,Choco Dog Chocolate Brown Porter,American Porter,6.7
51505,5076,Easy Blonde,American Blonde Ale,5.0
51506,168,Rebel &#268;erný,Euro Dark Lager,4.7
51507,15798,Tschö!,Kölsch,5.0
51508,4106,Žatec Premium Tmavé,Euro Dark Lager,4.3
51510,2311,Buckaroo Brew Pale Ale,American Pale Ale (APA),5.0
51511,747,Paul's Saison,Saison / Farmhouse Ale,5.1
51512,20681,Peeper Ale,American Pale Ale (APA),5.5
51514,6288,Balthazar Oak Aged,Belgian Strong Dark Ale,9.0
51515,19516,Old World Dark Knight Porter,English Porter,
51516,16094,The Little Red Pils,American Amber / Red Lager,5.0
51517,882,Golden Apricot Ale,Fruit / Vegetable Beer,4.8
51518,882,West End Wheat,American Pale Wheat Ale,4.9
51519,882,Smokey The Beer,Scottish Ale,5.3
51520,5510,Mocny Full,Euro Pale Lager,7.0
51521,20637,Bierhalle Pils,German Pilsener,5.0
51522,15324,ASB (American Special Bitter),Extra Special / Strong Bitter (ESB),
51523,20637,Bierhalle Wheat (Weizen),Hefeweizen,5.0
51524,689,Moaten,Flanders Red Ale,6.0
51525,1467,L'impair,Tripel,9.0
51526,385,Obliteration V,American Double / Imperial IPA,8.2
51527,19304,Strawberry Goldies Blonde Ale,Fruit / Vegetable Beer,4.5
51528,16077,Spruce Bud Ale,Herbed / Spiced Beer,5.5
51529,13629,Huvila X-Porter,Baltic Porter,7.0
51530,19752,South Shore Stout,Irish Dry Stout,5.7
51531,569,Marmara Gold,Euro Pale Lager,5.5
51532,395,Bourbon Barrel Scotch Ale,Scotch Ale / Wee Heavy,8.8
51533,6700,Berg Ulrichsbier,German Pilsener,5.0
51534,158,Sour Brown Ale,Flanders Red Ale,8.0
51535,18081,Cream Ale,Cream Ale,
51536,225,Amherst 250th Golden Ale,American Blonde Ale,
51537,377,Oak Aged Nut Brown (Wine Barrel Aged),American Brown Ale,5.6
51539,13236,Clover Ale,English Pale Ale,
51541,11056,Série Signature Kellerbier,Keller Bier / Zwickel Bier,5.5
51542,1313,Red Baron (Bourbon Barrel-Aged),American Amber / Red Ale,9.9
51544,17981,Bolita Brown - Coco Loco,English Brown Ale,9.0
51545,580,1968 Lomza Petne,Dubbel,7.8
51546,18536,Blacksmith Cutthroat IPA,American IPA,6.4
51547,20689,White Rabbit Dark Ale,English Brown Ale,4.9
51548,15324,Synesthaesia,Belgian Strong Dark Ale,
51549,19001,Félis Brune,English Stout,4.5
51550,3521,Van Twee (w/ John Mallett),Belgian Dark Ale,7.5
51551,559,Collaborative Evil 09 - Double Blonde Action Ale,American Strong Ale,
51553,17271,Olallieberry Lambic,American Wild Ale,5.1
51554,10549,Explicit APA,American Pale Ale (APA),5.4
51555,6045,India Black Ale,American Black Ale,7.0
51556,6045,Scottish Ale,Scottish Ale,3.6
51557,16866,Humulus Lager,American Double / Imperial Pilsner,7.2
51558,368,Capital Dark,Munich Dunkel Lager,5.4
51559,5331,26th Anniversary Ale,American Pale Ale (APA),
51560,20009,Steaming It Up Lager,California Common / Steam Beer,6.0
51561,20009,Felony IPA,American IPA,6.8
51562,20009,Olde Oil Stout,Oatmeal Stout,5.2
51563,20009,Mad Max ESB,Extra Special / Strong Bitter (ESB),6.8
51564,19911,Salmon River Big DIPA,American Double / Imperial IPA,
51565,2972,Saint Amos,Witbier,5.0
51566,4089,Augusti Månens Premium,Euro Pale Lager,4.6
51567,4089,"Three Hearts Påskebrygd Extra 3,5",Vienna Lager,3.5
51569,20669,Lluna Bruna,English Brown Ale,4.8
51570,416,Laker Ale,American Blonde Ale,5.0
51571,13342,Butauto Dvaro Alus viesus (Butauto Manor Beer Pale),Euro Pale Lager,5.0
51572,12471,IPA,American IPA,6.5
51573,96,Odd Notion (Fall 2009),Belgian Dark Ale,6.2
51574,4837,L'alsacienne Sans Culotte Brasero De L'Hiver,Belgian Strong Dark Ale,7.8
51575,1,Gambrinus Svetly,Czech Pilsener,4.1
51576,4460,Bergkönig Märzen,Märzen / Oktoberfest,5.2
51578,13307,X Pale Ale,American Pale Ale (APA),5.9
51579,63,The Trip,Belgian Pale Ale,
51580,16315,Atlantic IPA,English India Pale Ale (IPA),8.5
51581,16315,How To Disappear Completely,English Dark Mild Ale,3.5
51582,1926,Alt,Altbier,5.1
51583,231,Dark Helmut,Schwarzbier,5.0
51584,5316,Full Sail Ambrosia,American Amber / Red Ale,
51585,19476,Hopfix,American IPA,6.5
51586,5316,Bourbon Barrel (Maker's Mark) Ambrosia Amber Ale,American Amber / Red Ale,
51587,17271,Wild Fire Wheat,Smoked Beer,5.0
51588,1321,London Porter,English Porter,5.2
51589,1926,Oatmeal Stout,Oatmeal Stout,4.5
51590,2199,Strawberry Blonde Hefeweizen,Hefeweizen,5.3
51591,14952,Bourbon Barrel Porter,American Porter,9.0
51592,5411,Dark Lager,Schwarzbier,
51593,19866,Flora Rustica,Saison / Farmhouse Ale,5.1
51594,1319,Andechser Pale Ale,American Pale Ale (APA),5.5
51595,5411,15th Anniversary Traditional Bock,Bock,
51596,16503,Kentucky Thunder Rye IPA,Rye Beer,
51597,1170,Double Dragonfly Imperial IPA,American Double / Imperial IPA,9.1
51598,9629,Beach Wheat,Hefeweizen,5.0
51599,18816,Razz Wheat,American Pale Wheat Ale,4.8
